trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1917,False,"{'a': 0.001, 'e': 0.1470474434082972}",20,4,24.85559184232994,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.001, 'e': 0.1469004694641088}",25,19,11.080611533353702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.001, 'e': 0.14675364242040215}",20,10,6.500880304035631,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1920,False,"{'a': 0.001, 'e': 0.14660696213035015}",20,16,8.114542187549947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.001, 'e': 0.14646042844727247}",20,14,12.702947464697239,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.001, 'e': 0.14631404122463545}",20,10,-25.081687830067516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1923,False,"{'a': 0.001, 'e': 0.14616780031605184}",20,13,14.510457000693448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.001, 'e': 0.14602170557528074}",20,8,5.432496575594894,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1925,False,"{'a': 0.001, 'e': 0.14587575685622736}",20,3,29.047067054358532,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.001, 'e': 0.14572995401294303}",25,11,22.7132247646494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.001, 'e': 0.14558429689962482}",20,14,7.9964461018777095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.001, 'e': 0.1454387853706157}",25,11,26.322869401068388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.001, 'e': 0.145293419280404}",35,13,10.644500744583178,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1930,False,"{'a': 0.001, 'e': 0.14514819848362373}",30,22,-2.6760250374736723,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1931,False,"{'a': 0.001, 'e': 0.145003122835054}",25,11,5.897000169928429,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1932,False,"{'a': 0.001, 'e': 0.14485819218961926}",25,5,9.993072987944538,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1933,False,"{'a': 0.001, 'e': 0.14471340640238872}",20,13,12.692366327662274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.001, 'e': 0.14456876532857668}",20,11,18.546218997147793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.001, 'e': 0.14442426882354198}",30,19,14.598375639225651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.001, 'e': 0.14427991674278817}",25,18,13.941712019835549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.001, 'e': 0.1441357089419631}",25,2,8.666113602291931,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
1938,False,"{'a': 0.001, 'e': 0.143991645276859}",25,13,1.732968129348473,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1939,False,"{'a': 0.001, 'e': 0.14384772560341216}",30,20,17.409867023208022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.001, 'e': 0.14370394977770293}",30,18,23.66562970200014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.001, 'e': 0.14356031765595542}",20,2,24.183185139028968,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.001, 'e': 0.14341682909453757}",20,7,14.147271744687075,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1943,False,"{'a': 0.001, 'e': 0.14327348394996073}",20,14,12.883699246041745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.001, 'e': 0.14313028207887982}",20,11,13.996506154149738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.001, 'e': 0.14298722333809288}",25,13,-30.563768588095222,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1946,False,"{'a': 0.001, 'e': 0.14284430758454122}",30,4,-16.956447987190625,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
1947,False,"{'a': 0.001, 'e': 0.14270153467530902}",25,8,-0.6009159175914573,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1948,False,"{'a': 0.001, 'e': 0.14255890446762343}",25,13,12.09827598126966,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.001, 'e': 0.14241641681885414}",25,11,19.184477949462988,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.001, 'e': 0.1422740715865136}",25,15,5.824091890033844,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1951,False,"{'a': 0.001, 'e': 0.1421318686282564}",20,10,20.00786135773218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.001, 'e': 0.14198980780187978}",20,5,-26.644720609256396,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1953,False,"{'a': 0.001, 'e': 0.14184788896532272}",30,8,26.540187385212622,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1954,False,"{'a': 0.001, 'e': 0.1417061119766665}",20,13,13.395822490134325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.001, 'e': 0.14156447669413402}",30,16,-10.196299082858197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1956,False,"{'a': 0.001, 'e': 0.14142298297609007}",20,0,27.38651931771809,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1957,False,"{'a': 0.001, 'e': 0.14128163068104085}",25,16,18.590517396865433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.001, 'e': 0.1411404196676341}",25,11,29.701253311913494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.001, 'e': 0.14099934979465875}",20,16,6.17463671408972,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.001, 'e': 0.140858420921045}",20,8,14.892756958983794,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.001, 'e': 0.14071763290586387}",20,4,29.7566908123698,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.001, 'e': 0.1405769856083274}",20,8,8.655664189594795,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1963,False,"{'a': 0.001, 'e': 0.1404364788877882}",30,19,-17.789396474375575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1964,False,"{'a': 0.001, 'e': 0.14029611260373964}",20,13,13.546134489262604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.001, 'e': 0.14015588661581535}",20,12,2.760770860786935,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1966,False,"{'a': 0.001, 'e': 0.1400158007837894}",25,13,3.636252060745174,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1967,False,"{'a': 0.001, 'e': 0.13987585496757585}",20,11,17.629703191380376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.001, 'e': 0.13973604902722894}",25,19,13.805031652402956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.001, 'e': 0.1395963828229427}",20,0,19.47800999928545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1970,False,"{'a': 0.001, 'e': 0.13945685621505094}",30,19,20.03307247581411,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.001, 'e': 0.13931746906402698}",25,13,-2.728769047210157,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1972,False,"{'a': 0.001, 'e': 0.13917822123048373}",30,19,20.874502468394564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.001, 'e': 0.13903911257517326}",20,0,23.40439300150821,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1974,False,"{'a': 0.001, 'e': 0.138900142958987}",20,8,-4.173233239290246,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1975,False,"{'a': 0.001, 'e': 0.13876131224295524}",25,10,25.894546377559585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.001, 'e': 0.13862262028824732}",20,3,30.470522423319228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.001, 'e': 0.13848406695617121}",25,13,5.250207635235962,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1978,False,"{'a': 0.001, 'e': 0.13834565210817362}",20,11,-2.1746462017904395,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1979,False,"{'a': 0.001, 'e': 0.13820737560583965}",30,16,24.359147790920087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.001, 'e': 0.13806923731089282}",35,15,37.00265401809616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.001, 'e': 0.13793123708519478}",35,21,3.8323942373840296,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1982,False,"{'a': 0.001, 'e': 0.13779337479074535}",30,11,34.3187213130253,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.001, 'e': 0.13765565028968216}",20,0,-27.75371946419216,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1984,False,"{'a': 0.001, 'e': 0.13751806344428075}",25,7,17.409721730534923,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.001, 'e': 0.13738061411695424}",20,10,6.3088747188451135,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1986,False,"{'a': 0.001, 'e': 0.13724330217025332}",25,16,9.881644734385924,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.001, 'e': 0.13710612746686596}",25,16,9.681944022158717,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.001, 'e': 0.13696908986961753}",25,12,5.5406877084985755,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1989,False,"{'a': 0.001, 'e': 0.13683218924147036}",35,23,25.37185402783219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.001, 'e': 0.13669542544552385}",30,20,7.967276322399041,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.001, 'e': 0.13655879834501417}",25,11,-19.484135115280246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1992,False,"{'a': 0.001, 'e': 0.13642230780331424}",20,14,13.603491552239346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.001, 'e': 0.13628595368393343}",20,11,15.487390598351713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.001, 'e': 0.1361497358505177}",20,0,-33.98299872458878,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1995,False,"{'a': 0.001, 'e': 0.13601365416684916}",30,7,-0.7867113761531543,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1996,False,"{'a': 0.001, 'e': 0.13587770849684613}",35,26,12.87216588529682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.001, 'e': 0.13574189870456288}",20,7,-2.982066393637732,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1998,False,"{'a': 0.001, 'e': 0.1356062246541897}",20,12,4.431060266035776,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1999,False,"{'a': 0.001, 'e': 0.13547068621005243}",20,0,-42.431043122223656,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
2000,False,"{'a': 0.001, 'e': 0.1353352832366127}",25,0,15.836985947507314,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2001,False,"{'a': 0.001, 'e': 0.13520001559846748}",25,15,-1.8253899654931034,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2002,False,"{'a': 0.001, 'e': 0.13506488316034906}",25,16,16.362562075360177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.001, 'e': 0.13492988578712511}",20,8,18.474541158881767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.001, 'e': 0.1347950233437982}",25,13,-28.035262103126428,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2005,False,"{'a': 0.001, 'e': 0.13466029569550586}",25,4,31.59963153098096,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.001, 'e': 0.1345257027075204}",25,7,16.90761824456803,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2007,False,"{'a': 0.001, 'e': 0.1343912442452489}",30,23,12.781953017070084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.001, 'e': 0.13425692017423285}",20,6,28.929753017784936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.001, 'e': 0.13412273036014816}",25,11,11.75101748583593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2010,False,"{'a': 0.001, 'e': 0.13398867466880493}",20,8,23.290680823080017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.001, 'e': 0.13385475296614763}",25,14,21.07473941577116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.001, 'e': 0.1337209651182544}",30,7,24.31326808495187,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2013,False,"{'a': 0.001, 'e': 0.13358731099133747}",25,14,6.383100091497347,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2014,False,"{'a': 0.001, 'e': 0.1334537904517426}",25,20,10.134980558613002,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.001, 'e': 0.13332040336594936}",20,11,22.090714646716098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.001, 'e': 0.1331871496005706}",25,10,15.602528584674012,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.001, 'e': 0.13305402902235253}",30,20,17.63542964422669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.001, 'e': 0.13292104149817452}",30,15,26.39609498177436,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.001, 'e': 0.13278818689504915}",30,8,19.778741984033537,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2020,False,"{'a': 0.001, 'e': 0.13265546508012172}",20,10,15.94087721570289,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.001, 'e': 0.13252287592067044}",25,0,37.955680614811826,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2022,False,"{'a': 0.001, 'e': 0.13239041928410605}",30,16,24.424845012317224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.001, 'e': 0.13225809503797206}",30,23,14.969991456673206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.001, 'e': 0.1321259030499441}",20,5,25.78256455168525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.001, 'e': 0.13199384318783022}",25,5,32.00439395640605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.001, 'e': 0.13186191531957048}",30,15,5.0439323215011065,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
2027,False,"{'a': 0.001, 'e': 0.13173011931323708}",20,7,1.7800111970602464,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2028,False,"{'a': 0.001, 'e': 0.131598455037034}",20,14,12.731988533561736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.001, 'e': 0.13146692235929688}",20,10,10.233144763934408,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.001, 'e': 0.13133552114849303}",20,13,6.989425813100023,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.001, 'e': 0.13120425127322136}",25,10,-26.225674778415453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2032,False,"{'a': 0.001, 'e': 0.13107311260221188}",25,19,11.136707629754493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.001, 'e': 0.13094210500432593}",25,16,13.571208351001864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.001, 'e': 0.13081122834855582}",25,17,19.90266847768046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.001, 'e': 0.13068048250402503}",20,16,7.9265463051958704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.001, 'e': 0.13054986733998764}",20,9,18.55926045147342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.001, 'e': 0.13041938272582848}",25,8,21.11477000887994,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'a': 0.001, 'e': 0.13028902853106283}",20,14,11.220085596119791,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.001, 'e': 0.13015880462533663}",20,3,12.087989527274575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2040,False,"{'a': 0.001, 'e': 0.1300287108784259}",30,18,-9.965900451175937,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
2041,False,"{'a': 0.001, 'e': 0.12989874716023692}",20,13,14.622540782944702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.001, 'e': 0.1297689133408058}",20,9,10.658488629572295,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2043,False,"{'a': 0.001, 'e': 0.12963920929029896}",25,15,19.96879090136482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.001, 'e': 0.12950963487901218}",35,17,-14.10858793441032,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2045,False,"{'a': 0.001, 'e': 0.12938018997737108}",20,12,3.203477330239129,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2046,False,"{'a': 0.001, 'e': 0.12925087445593067}",25,13,15.945236153119133,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.001, 'e': 0.12912168818537556}",25,6,-30.500027565781732,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
2048,False,"{'a': 0.001, 'e': 0.1289926310365194}",30,18,20.51543218414288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.001, 'e': 0.12886370288030502}",25,11,24.144820117396165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.001, 'e': 0.12873490358780423}",20,12,19.914900002993544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2051,False,"{'a': 0.001, 'e': 0.12860623303021773}",20,11,17.554757350535464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.001, 'e': 0.12847769107887502}",30,12,-11.681264128667234,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2053,False,"{'a': 0.001, 'e': 0.12834927760523412}",20,11,14.139411010149106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.001, 'e': 0.1282209924808815}",20,9,-75.37347832718538,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
2055,False,"{'a': 0.001, 'e': 0.12809283557753198}",20,8,25.36394154198703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.001, 'e': 0.1279648067670288}",30,18,15.759623736629845,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'a': 0.001, 'e': 0.12783690592134303}",20,5,12.564573770027609,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2058,False,"{'a': 0.001, 'e': 0.12770913291257383}",20,0,21.877306254240416,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2059,False,"{'a': 0.001, 'e': 0.12758148761294813}",30,12,31.82403860809566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.001, 'e': 0.12745396989482075}",35,20,-33.10280023588511,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
2061,False,"{'a': 0.001, 'e': 0.12732657963067387}",25,15,19.76530181040238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.001, 'e': 0.1271993166931172}",20,13,13.852176401463726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.001, 'e': 0.12707218095488781}",20,11,17.58404598833351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.001, 'e': 0.12694517228885002}",25,20,8.058571617089076,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.001, 'e': 0.1268182905679951}",35,23,24.95898817642879,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.001, 'e': 0.1266915356654413}",25,8,30.569277048825597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.001, 'e': 0.12656490745443366}",25,11,28.70809507080445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.001, 'e': 0.1264384058083441}",20,5,18.083366310800816,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'a': 0.001, 'e': 0.12631203060067087}",30,18,23.6557664977676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'a': 0.001, 'e': 0.12618578170503877}",20,13,-2.5156353336391546,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2071,False,"{'a': 0.001, 'e': 0.12605965899519883}",30,15,29.12929659407147,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'a': 0.001, 'e': 0.12593366234502845}",25,17,15.339095615711322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'a': 0.001, 'e': 0.12580779162853092}",20,8,17.427398413531485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.001, 'e': 0.1256820467198355}",20,11,15.436460635351299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'a': 0.001, 'e': 0.1255564274931972}",20,10,17.378870026530105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.001, 'e': 0.12543093382299692}",20,4,30.31122471442129,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.001, 'e': 0.12530556558374092}",20,10,18.509789359990044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'a': 0.001, 'e': 0.12518032265006093}",20,11,16.821163510456998,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.001, 'e': 0.12505520489671398}",25,17,13.502882180214053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.001, 'e': 0.12493021219858241}",20,3,-3.76922658319332,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
2081,False,"{'a': 0.001, 'e': 0.12480534443067345}",20,9,10.649056080041998,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2082,False,"{'a': 0.001, 'e': 0.12468060146811931}",25,18,13.862362856875155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2083,False,"{'a': 0.001, 'e': 0.12455598318617699}",25,18,13.021819065714666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.001, 'e': 0.12443148946022826}",25,13,19.87550063711178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.001, 'e': 0.12430712016577938}",30,10,28.142988418521636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'a': 0.001, 'e': 0.12418287517846102}",25,5,-0.5510913393096313,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
2087,False,"{'a': 0.001, 'e': 0.12405875437402814}",25,11,27.46231403843854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.001, 'e': 0.12393475762836002}",35,8,9.760060571213675,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
2089,False,"{'a': 0.001, 'e': 0.12381088481745986}",25,14,14.519566835763372,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.001, 'e': 0.12368713581745483}",25,14,8.518613398901685,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2091,False,"{'a': 0.001, 'e': 0.12356351050459588}",35,20,-15.750598103914813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2092,False,"{'a': 0.001, 'e': 0.12344000875525778}",25,20,11.658896275377497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.001, 'e': 0.12331663044593871}",20,7,23.202694522301986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.001, 'e': 0.12319337545326038}",20,10,-5.341124341062188,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2095,False,"{'a': 0.001, 'e': 0.12307024365396771}",20,8,16.002405947929482,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2096,False,"{'a': 0.001, 'e': 0.122947234924929}",20,16,6.313433786338479,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2097,False,"{'a': 0.001, 'e': 0.12282434914313546}",25,18,15.198961883881875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2098,False,"{'a': 0.001, 'e': 0.1227015861857013}",20,11,17.42431148400743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'a': 0.001, 'e': 0.1225789459298635}",25,20,7.778539133917829,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
