trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
5071,False,"{'a': 0.001, 'e': 0.006276140860823582}",20,3,29.9028640951545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5072,False,"{'a': 0.001, 'e': 0.006269867856987425}",25,18,14.725641068977266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5073,False,"{'a': 0.001, 'e': 0.006263601123019647}",20,14,12.303107705561846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5074,False,"{'a': 0.001, 'e': 0.00625734065265352}",20,10,21.155552384199805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5075,False,"{'a': 0.001, 'e': 0.006251086439628561}",20,16,8.109582129550745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5076,False,"{'a': 0.001, 'e': 0.006244838477690562}",20,14,11.575214663531224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5077,False,"{'a': 0.001, 'e': 0.006238596760591568}",35,21,23.756502707361655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5078,False,"{'a': 0.001, 'e': 0.0062323612820898485}",20,16,8.341971597984838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5079,False,"{'a': 0.001, 'e': 0.006226132035949936}",25,7,33.43584243812981,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5080,False,"{'a': 0.001, 'e': 0.006219909015942573}",20,14,10.959866793166128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5081,False,"{'a': 0.001, 'e': 0.006213692215844744}",20,12,15.719601872528944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5082,False,"{'a': 0.001, 'e': 0.006207481629439654}",25,16,17.85577486642009,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5083,False,"{'a': 0.001, 'e': 0.006201277250516705}",35,9,48.015377581948385,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
5084,False,"{'a': 0.001, 'e': 0.006195079072871524}",35,23,26.591290147717405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5085,False,"{'a': 0.001, 'e': 0.006188887090305937}",25,9,27.99213349499087,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5086,False,"{'a': 0.001, 'e': 0.006182701296627951}",20,12,12.448269710471997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5087,False,"{'a': 0.001, 'e': 0.006176521685651782}",20,13,14.58262814811188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5088,False,"{'a': 0.001, 'e': 0.006170348251197808}",25,14,24.54729514286601,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5089,False,"{'a': 0.001, 'e': 0.0061641809870925995}",30,18,29.42213172315055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5090,False,"{'a': 0.001, 'e': 0.006158019887168897}",30,8,41.3254164953629,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5091,False,"{'a': 0.001, 'e': 0.00615186494526559}",20,10,14.676941824426642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5092,False,"{'a': 0.001, 'e': 0.00614571615522774}",20,0,33.09241321803574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5093,False,"{'a': 0.001, 'e': 0.006139573510906563}",25,11,28.919516465700124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5094,False,"{'a': 0.001, 'e': 0.006133437006159403}",25,8,22.613538578247375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5095,False,"{'a': 0.001, 'e': 0.006127306634849766}",30,12,34.9328664836119,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5096,False,"{'a': 0.001, 'e': 0.00612118239084727}",20,16,8.936978242456245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5097,False,"{'a': 0.001, 'e': 0.006115064268027674}",20,10,16.998880405785723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5098,False,"{'a': 0.001, 'e': 0.0061089522602728605}",25,14,23.042750495710667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5099,False,"{'a': 0.001, 'e': 0.006102846361470812}",30,22,13.685907594017214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5100,False,"{'a': 0.001, 'e': 0.006096746565515633}",30,13,30.44761218387185,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5101,False,"{'a': 0.001, 'e': 0.006090652866307533}",30,12,33.16866322995149,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5102,False,"{'a': 0.001, 'e': 0.006084565257752801}",35,24,18.6667823440197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5103,False,"{'a': 0.001, 'e': 0.0060784837337638405}",20,10,18.39621886570411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5104,False,"{'a': 0.001, 'e': 0.006072408288259114}",25,18,11.591688210432945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5105,False,"{'a': 0.001, 'e': 0.0060663389151631815}",20,14,10.06057287370049,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5106,False,"{'a': 0.001, 'e': 0.006060275608406675}",25,12,24.1346618191076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5107,False,"{'a': 0.001, 'e': 0.006054218361926277}",30,16,28.737395916891668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5108,False,"{'a': 0.001, 'e': 0.006048167169664746}",25,13,23.138937396843165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5109,False,"{'a': 0.001, 'e': 0.006042122025570894}",30,23,11.613059809358214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5110,False,"{'a': 0.001, 'e': 0.006036082923599565}",25,14,19.22474569816733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5111,False,"{'a': 0.001, 'e': 0.006030049857711668}",20,13,14.147071127470223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5112,False,"{'a': 0.001, 'e': 0.0060240228218741265}",30,13,30.366873521731716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5113,False,"{'a': 0.001, 'e': 0.006018001810059908}",20,10,15.9215288437774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5114,False,"{'a': 0.001, 'e': 0.006011986816248007}",25,5,32.39949791683446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5115,False,"{'a': 0.001, 'e': 0.0060059778344234175}",25,3,36.516963603961266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5116,False,"{'a': 0.001, 'e': 0.005999974858577163}",25,7,38.088084116183296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5117,False,"{'a': 0.001, 'e': 0.005993977882706273}",20,9,20.418199903247395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5118,False,"{'a': 0.001, 'e': 0.005987986900813759}",35,20,27.518736180164375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5119,False,"{'a': 0.001, 'e': 0.005982001906908651}",30,4,45.763963926692,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
5120,False,"{'a': 0.001, 'e': 0.005976022895005943}",25,12,23.837285007477416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5121,False,"{'a': 0.001, 'e': 0.005970049859126627}",25,15,16.175029222772253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5122,False,"{'a': 0.001, 'e': 0.005964082793297674}",20,8,18.769428048383503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5123,False,"{'a': 0.001, 'e': 0.005958121691552006}",25,7,27.94329457337435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5124,False,"{'a': 0.001, 'e': 0.005952166547928531}",20,3,31.74398593128009,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5125,False,"{'a': 0.001, 'e': 0.005946217356472094}",20,14,10.26209745986731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5126,False,"{'a': 0.001, 'e': 0.00594027411123351}",25,11,25.924528713377583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5127,False,"{'a': 0.001, 'e': 0.005934336806269537}",30,20,22.460510507418633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5128,False,"{'a': 0.001, 'e': 0.00592840543564286}",25,17,16.957367931244832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5129,False,"{'a': 0.001, 'e': 0.005922479993422112}",20,12,15.967608547794722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5130,False,"{'a': 0.001, 'e': 0.005916560473681857}",30,14,32.45209971477986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5131,False,"{'a': 0.001, 'e': 0.005910646870502563}",25,5,36.67897685078398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5132,False,"{'a': 0.001, 'e': 0.005904739177970637}",20,5,24.76117634721979,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5133,False,"{'a': 0.001, 'e': 0.005898837390178376}",20,6,25.226426774568743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5134,False,"{'a': 0.001, 'e': 0.005892941501223998}",35,17,34.96836014414133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5135,False,"{'a': 0.001, 'e': 0.0058870515052116155}",30,16,26.295403449842183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5136,False,"{'a': 0.001, 'e': 0.005881167396251225}",30,13,30.976295149605924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5137,False,"{'a': 0.001, 'e': 0.005875289168458721}",20,8,21.553598917786598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5138,False,"{'a': 0.001, 'e': 0.005869416815955879}",20,13,13.893715374144186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5139,False,"{'a': 0.001, 'e': 0.0058635503328703376}",25,13,22.456745253802158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5140,False,"{'a': 0.001, 'e': 0.0058576897133356225}",30,9,37.10805797550844,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5141,False,"{'a': 0.001, 'e': 0.005851834951491104}",20,12,18.46927519020585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5142,False,"{'a': 0.001, 'e': 0.0058459860414820245}",20,5,24.873068604838505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5143,False,"{'a': 0.001, 'e': 0.005840142977459479}",20,11,14.565120976516237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5144,False,"{'a': 0.001, 'e': 0.005834305753580393}",20,13,12.161412287378631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5145,False,"{'a': 0.001, 'e': 0.005828474364007546}",20,5,24.933774638711196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5146,False,"{'a': 0.001, 'e': 0.005822648802909554}",25,19,10.437026158969264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5147,False,"{'a': 0.001, 'e': 0.0058168290644608454}",20,6,23.960399845745258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5148,False,"{'a': 0.001, 'e': 0.005811015142841691}",20,4,28.51303597459429,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5149,False,"{'a': 0.001, 'e': 0.005805207032238158}",20,8,18.553039478031913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5150,False,"{'a': 0.001, 'e': 0.005799404726842141}",20,12,14.255533818223986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5151,False,"{'a': 0.001, 'e': 0.005793608220851339}",25,11,29.249802877048538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5152,False,"{'a': 0.001, 'e': 0.005787817508469237}",30,21,16.216708142075436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5153,False,"{'a': 0.001, 'e': 0.005782032583905125}",25,13,25.085441227160157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5154,False,"{'a': 0.001, 'e': 0.005776253441374083}",20,6,25.73184544192039,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5155,False,"{'a': 0.001, 'e': 0.0057704800750969605}",25,11,27.168149305989196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5156,False,"{'a': 0.001, 'e': 0.005764712479300398}",25,17,13.091917626755821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5157,False,"{'a': 0.001, 'e': 0.00575895064821679}",20,7,24.586984839063234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5158,False,"{'a': 0.001, 'e': 0.00575319457608431}",20,13,11.672911291538329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5159,False,"{'a': 0.001, 'e': 0.005747444257146891}",25,8,32.273150976487095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5160,False,"{'a': 0.001, 'e': 0.005741699685654202}",20,11,17.950576377770744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5161,False,"{'a': 0.001, 'e': 0.005735960855861678}",30,3,40.88724105187335,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
5162,False,"{'a': 0.001, 'e': 0.0057302277620304935}",25,14,18.627849896463687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5163,False,"{'a': 0.001, 'e': 0.005724500398427542}",20,13,12.006346205120803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5164,False,"{'a': 0.001, 'e': 0.005718778759325472}",35,22,26.043741443029976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5165,False,"{'a': 0.001, 'e': 0.0057130628390026335}",20,14,13.062202166486536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5166,False,"{'a': 0.001, 'e': 0.005707352631743109}",30,8,35.70215696590083,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5167,False,"{'a': 0.001, 'e': 0.005701648131836697}",20,9,21.953583967437645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5168,False,"{'a': 0.001, 'e': 0.005695949333578887}",25,20,11.193201388435414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5169,False,"{'a': 0.001, 'e': 0.0056902562312708856}",25,14,22.266163397349438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5170,False,"{'a': 0.001, 'e': 0.005684568819219595}",35,18,33.10466587977623,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5171,False,"{'a': 0.001, 'e': 0.005678887091737592}",25,15,16.799815305424772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5172,False,"{'a': 0.001, 'e': 0.005673211043143158}",20,14,11.601485302792247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5173,False,"{'a': 0.001, 'e': 0.005667540667760236}",25,17,13.355853809394276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5174,False,"{'a': 0.001, 'e': 0.005661875959918454}",30,16,24.836774090951714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5175,False,"{'a': 0.001, 'e': 0.005656216913953108}",20,12,15.74036219865256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5176,False,"{'a': 0.001, 'e': 0.005650563524205143}",20,13,11.53920431987776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5177,False,"{'a': 0.001, 'e': 0.005644915785021173}",25,3,40.62005400803788,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5178,False,"{'a': 0.001, 'e': 0.005639273690753463}",30,18,22.646359646266045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5179,False,"{'a': 0.001, 'e': 0.005633637235759909}",20,8,21.514088981927213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5180,False,"{'a': 0.001, 'e': 0.005628006414404065}",20,8,19.899649430841936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5181,False,"{'a': 0.001, 'e': 0.0056223812210551005}",20,9,20.624667367870526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5182,False,"{'a': 0.001, 'e': 0.005616761650087824}",25,8,31.503293112053566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5183,False,"{'a': 0.001, 'e': 0.005611147695882672}",20,16,4.868564514143539,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5184,False,"{'a': 0.001, 'e': 0.005605539352825678}",20,5,28.562965041196303,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5185,False,"{'a': 0.001, 'e': 0.005599936615308504}",30,18,19.215026210877493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5186,False,"{'a': 0.001, 'e': 0.005594339477728416}",20,6,26.929885096827615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5187,False,"{'a': 0.001, 'e': 0.005588747934488268}",20,14,12.31374485030318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5188,False,"{'a': 0.001, 'e': 0.005583161979996525}",25,8,33.0423351624564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5189,False,"{'a': 0.001, 'e': 0.005577581608667222}",20,4,31.341381203360612,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5190,False,"{'a': 0.001, 'e': 0.005572006814919993}",25,20,10.391805434417245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5191,False,"{'a': 0.001, 'e': 0.005566437593180048}",30,15,32.363503176003576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5192,False,"{'a': 0.001, 'e': 0.0055608739378781545}",20,11,21.648131403770638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5193,False,"{'a': 0.001, 'e': 0.0055553158434506625}",30,14,28.82121946576086,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5194,False,"{'a': 0.001, 'e': 0.0055497633043394825}",25,11,26.90068858936411,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5195,False,"{'a': 0.001, 'e': 0.005544216314992064}",20,12,16.693483928598447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5196,False,"{'a': 0.001, 'e': 0.005538674869861427}",25,15,17.753869656168053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5197,False,"{'a': 0.001, 'e': 0.005533138963406117}",25,12,24.942451676758353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5198,False,"{'a': 0.001, 'e': 0.005527608590090232}",20,13,12.093307385916795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5199,False,"{'a': 0.001, 'e': 0.005522083744383402}",25,18,12.147232554941105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5200,False,"{'a': 0.001, 'e': 0.0055165644207607716}",30,13,29.421542644048486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5201,False,"{'a': 0.001, 'e': 0.0055110506137030215}",20,14,10.258456590086801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5202,False,"{'a': 0.001, 'e': 0.00550554231769635}",20,11,18.63181103406228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5203,False,"{'a': 0.001, 'e': 0.0055000395272324495}",20,13,13.748993947517329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5204,False,"{'a': 0.001, 'e': 0.00549454223680854}",25,13,18.976806729592518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5205,False,"{'a': 0.001, 'e': 0.0054890504409273195}",35,21,24.157058778145874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5206,False,"{'a': 0.001, 'e': 0.005483564134096997}",20,7,24.098924343633108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5207,False,"{'a': 0.001, 'e': 0.005478083310831271}",30,16,26.411111183846504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5208,False,"{'a': 0.001, 'e': 0.005472607965649308}",25,13,22.22478048927623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5209,False,"{'a': 0.001, 'e': 0.005467138093075767}",25,11,27.051901277428904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5210,False,"{'a': 0.001, 'e': 0.005461673687640779}",20,2,31.64321594550255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5211,False,"{'a': 0.001, 'e': 0.005456214743879928}",20,12,16.159875207267987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5212,False,"{'a': 0.001, 'e': 0.005450761256334281}",20,5,26.531796785420664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5213,False,"{'a': 0.001, 'e': 0.005445313219550341}",30,18,22.55529908033181,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5214,False,"{'a': 0.001, 'e': 0.005439870628080073}",25,11,27.827726790000575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5215,False,"{'a': 0.001, 'e': 0.005434433476480891}",20,8,20.73554387460981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5216,False,"{'a': 0.001, 'e': 0.005429001759315634}",20,14,9.449101422612175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5217,False,"{'a': 0.001, 'e': 0.005423575471152589}",20,13,12.948943097466916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5218,False,"{'a': 0.001, 'e': 0.005418154606565472}",20,8,16.523459261418694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5219,False,"{'a': 0.001, 'e': 0.005412739160133407}",20,10,19.076547561708484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5220,False,"{'a': 0.001, 'e': 0.00540732912644096}",30,18,20.031447912110963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5221,False,"{'a': 0.001, 'e': 0.005401924500078084}",20,8,22.292014055987078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5222,False,"{'a': 0.001, 'e': 0.005396525275640158}",20,8,20.094341051608854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5223,False,"{'a': 0.001, 'e': 0.005391131447727963}",20,12,13.991857533027424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5224,False,"{'a': 0.001, 'e': 0.00538574301094766}",20,10,18.886513758406632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5225,False,"{'a': 0.001, 'e': 0.005380359959910816}",20,5,24.157196006053994,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5226,False,"{'a': 0.001, 'e': 0.005374982289234386}",25,10,24.62687374956652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5227,False,"{'a': 0.001, 'e': 0.005369609993540687}",20,10,16.60064562829208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5228,False,"{'a': 0.001, 'e': 0.005364243067457436}",20,13,13.967130349625233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5229,False,"{'a': 0.001, 'e': 0.005358881505617693}",20,13,15.129991348942749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5230,False,"{'a': 0.001, 'e': 0.005353525302659903}",20,8,21.125388008599305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5231,False,"{'a': 0.001, 'e': 0.005348174453227866}",30,13,29.397807894264314,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5232,False,"{'a': 0.001, 'e': 0.005342828951970723}",20,12,16.599002062988504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5233,False,"{'a': 0.001, 'e': 0.0053374887935429775}",25,9,29.701762938146167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5234,False,"{'a': 0.001, 'e': 0.005332153972604475}",25,17,13.101920858415177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5235,False,"{'a': 0.001, 'e': 0.005326824483820385}",25,13,21.770234461509126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5236,False,"{'a': 0.001, 'e': 0.005321500321861228}",25,17,17.949444391846818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5237,False,"{'a': 0.001, 'e': 0.0053161814814028305}",20,12,13.943186489901294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5238,False,"{'a': 0.001, 'e': 0.005310867957126358}",20,12,11.677132230748159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5239,False,"{'a': 0.001, 'e': 0.00530555974371829}",20,4,26.590140501419466,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5240,False,"{'a': 0.001, 'e': 0.005300256835870402}",30,4,38.69929695452635,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
5241,False,"{'a': 0.001, 'e': 0.005294959228279793}",20,14,10.230719827852631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5242,False,"{'a': 0.001, 'e': 0.005289666915648857}",25,13,20.981954621998174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5243,False,"{'a': 0.001, 'e': 0.005284379892685273}",30,20,18.78800907807553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5244,False,"{'a': 0.001, 'e': 0.0052790981541020274}",20,8,23.647551641831605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5245,False,"{'a': 0.001, 'e': 0.005273821694617371}",20,14,12.402634147597013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5246,False,"{'a': 0.001, 'e': 0.005268550508954849}",20,1,29.183853339577944,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5247,False,"{'a': 0.001, 'e': 0.005263284591843279}",30,20,16.91205346212749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5248,False,"{'a': 0.001, 'e': 0.005258023938016735}",20,11,15.848737527742236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5249,False,"{'a': 0.001, 'e': 0.005252768542214572}",35,24,25.049779900123077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5250,False,"{'a': 0.001, 'e': 0.005247518399181385}",20,12,14.062764617563936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5251,False,"{'a': 0.001, 'e': 0.005242273503667033}",30,19,20.228494226092586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5252,False,"{'a': 0.001, 'e': 0.005237033850426627}",25,15,18.90895272889825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5253,False,"{'a': 0.001, 'e': 0.005231799434220503}",25,5,30.62418899889226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
